title;year;popularity;amountImg;iframeLink;secondLink;text
OK Center for Contemporary Art;2015;1;2;null;null;Im Rahmen des Drehs eines Fernsehbeitrags von BildungsTV, durfte ich das Kamerateam einen Tag lang begleiten und durfte, da ich damals schon Kameramann werden wollte, in diesen Beruf hineinschnuppern.
